applicant_id,business_type,years_in_operation,annual_revenue,monthly_cashflow,loan_amount_requested,credit_score,existing_loans,debt_to_income_ratio,collateral_value,repayment_history,default_flag
APP_02615,Services,28,20536801,226846,4368162,619,4,0.58,6544075,Good,0
APP_02616,Trading,13,32344075,450098,18950217,598,4,0.11,16747521,Good,0
APP_02617,Retail,25,18324562,160758,10967405,692,4,0.14,6866012,Average,0
APP_02618,Services,15,36324216,522820,24125966,554,1,0.57,30867324,Average,0
APP_02619,Services,21,42300333,368699,32958088,838,4,0.71,22965273,Average,1
APP_02620,Trading,22,26265445,323682,18068789,507,4,0.22,23343004,Good,1
APP_02621,Services,12,27970250,255699,15400303,689,2,0.89,20219067,Poor,1
APP_02622,Services,8,42546852,384610,15229160,634,4,0.33,9981112,Average,0
APP_02623,Tech,29,31728502,409858,12814214,730,2,0.51,13298749,Good,0
APP_02624,Manufacturing,6,8122663,74001,2436102,764,4,0.6,2308407,Good,0
APP_02625,Retail,20,31821664,398810,15274516,701,4,0.65,15078876,Average,0
APP_02626,Retail,3,967548,11449,768561,695,4,0.23,605199,Good,0
APP_02627,Services,20,32875708,482348,13943753,693,2,0.25,16656154,Good,0
APP_02628,Services,13,31223898,447793,17994234,652,2,0.53,16045611,Good,0
APP_02629,Tech,29,48454986,804731,29448667,730,1,0.23,25715304,Average,0
APP_02630,Tech,25,39341091,328574,13469042,639,4,0.56,8606155,Good,0
APP_02631,Manufacturing,19,1818660,25087,875307,804,2,0.31,707279,Average,0
APP_02632,Services,7,576085,8892,156841,626,2,0.16,133143,Average,0
APP_02633,Retail,21,9253858,96355,1860065,571,1,0.84,1362558,Good,0
APP_02634,Services,10,17822024,197006,9909003,530,3,0.46,13144715,Good,1
APP_02635,Services,16,6104401,70574,2496898,665,1,0.67,3301872,Average,0
APP_02636,Services,6,19180617,239328,10440336,638,2,0.66,7875092,Good,0
APP_02637,Retail,16,35504080,539691,10703860,767,3,0.37,15262532,Average,0
APP_02638,Trading,5,13753318,154414,8803716,610,4,0.67,7286810,Good,1
APP_02639,Services,12,24932879,313587,11225379,743,2,0.8,9388174,Good,0
APP_02640,Trading,13,13043132,185830,3764888,672,3,0.84,5133573,Good,0
APP_02641,Retail,25,36255382,494724,19032424,721,3,0.82,13401556,Good,0
APP_02642,Manufacturing,24,3644969,30664,1585694,571,1,0.71,1502814,Average,1
APP_02643,Tech,18,39301882,502680,30111714,652,1,0.58,15754272,Poor,0
APP_02644,Retail,12,6018520,54401,2679072,567,1,0.41,2518221,Good,0
APP_02645,Services,29,1336908,22061,320937,763,0,0.24,418141,Good,0
APP_02646,Tech,6,5911272,49598,4661609,614,4,0.68,3211732,Average,1
APP_02647,Tech,2,18907044,253537,10694168,738,3,0.17,13158598,Good,0
APP_02648,Manufacturing,4,33919193,400985,26867333,774,3,0.53,33402469,Good,0
APP_02649,Manufacturing,7,21487597,334690,4799654,606,4,0.44,3640416,Good,0
APP_02650,Retail,15,42621037,430716,24749918,563,3,0.4,29891198,Average,0
APP_02651,Services,29,31796437,410286,11400440,571,0,0.29,6812059,Average,0
APP_02652,Manufacturing,3,35827633,425028,18935722,644,4,0.24,25284947,Good,0
APP_02653,Manufacturing,21,25785388,318466,8960390,722,3,0.8,8097192,Average,0
APP_02654,Retail,16,34366238,545106,7998118,872,0,0.44,8823053,Good,0
APP_02655,Retail,15,23153259,315019,17236418,807,3,0.57,9437797,Average,0
APP_02656,Tech,20,37508097,441123,28155699,515,4,0.4,40791435,Good,1
APP_02657,Services,21,10007855,91647,3045095,671,3,0.29,3331945,Good,0
APP_02658,Services,20,35269463,380984,12242303,745,0,0.59,11734781,Average,0
APP_02659,Tech,27,22240255,250975,17152008,754,4,0.45,24819567,Good,0
APP_02660,Manufacturing,16,33006681,279093,19681723,731,3,0.15,10507546,Good,0
APP_02661,Manufacturing,22,33770579,403389,26627634,700,4,0.81,37681876,Good,0
APP_02662,Tech,10,2782144,29671,1126606,608,2,0.46,982080,Average,0
APP_02663,Manufacturing,3,49524156,725154,21499836,701,0,0.3,12986669,Good,0
APP_02664,Manufacturing,4,47437617,643285,18150516,709,3,0.54,13586560,Good,0
APP_02665,Retail,16,6388948,62930,2261272,592,4,0.11,2883182,Good,0
APP_02666,Trading,20,25813840,349377,20301353,438,0,0.45,29992465,Good,1
APP_02667,Manufacturing,28,45640318,644607,34722060,626,4,0.53,31791233,Good,0
APP_02668,Manufacturing,7,48375297,609233,25800728,644,1,0.52,37580949,Good,0
APP_02669,Retail,27,23974120,282343,13193302,677,1,0.64,10750390,Good,0
APP_02670,Tech,29,30302693,405299,19000044,559,1,0.77,20184103,Average,0
APP_02671,Trading,28,36068282,338079,16921126,581,3,0.32,10638884,Good,0
APP_02672,Retail,12,8473584,111747,6370209,557,3,0.37,5651082,Average,0
APP_02673,Manufacturing,1,5302294,51600,2367005,499,2,0.57,2820903,Average,0
APP_02674,Trading,6,6805372,70164,2464180,657,4,0.36,2558308,Poor,0
APP_02675,Manufacturing,23,41922218,409803,13228916,650,2,0.15,12090284,Good,0
APP_02676,Services,8,46092350,739648,17265904,662,0,0.74,8916229,Good,0
APP_02677,Services,26,20041118,218549,4865310,731,0,0.69,2708910,Average,0
APP_02678,Services,29,14923675,154497,10495679,635,2,0.66,12758123,Average,0
APP_02679,Manufacturing,4,35476385,382574,10251126,742,1,0.3,7581605,Good,0
APP_02680,Trading,29,38258827,520923,18039604,640,0,0.76,12275530,Average,0
APP_02681,Trading,19,46600352,515462,20068794,665,1,0.5,24132716,Average,0
APP_02682,Tech,8,8807542,123070,5257541,622,2,0.82,6188735,Average,0
APP_02683,Manufacturing,3,18257209,167200,13270858,595,3,0.81,7631570,Average,1
APP_02684,Services,27,41476903,612192,11075314,654,2,0.26,10836404,Good,0
APP_02685,Manufacturing,17,7478731,70260,1999023,875,1,0.41,1739570,Average,0
APP_02686,Services,23,18308489,231174,9422946,605,0,0.32,9786969,Good,0
APP_02687,Services,23,40862195,457052,11067732,405,4,0.78,10921726,Good,1
APP_02688,Tech,6,6978687,80843,4181833,590,1,0.32,5833842,Good,0
APP_02689,Trading,9,37231187,550462,14065468,766,4,0.29,11378668,Good,0
APP_02690,Services,15,32075703,384496,22966188,753,4,0.67,18394320,Poor,1
APP_02691,Trading,2,18114840,228912,10875124,589,3,0.84,9178717,Good,0
APP_02692,Retail,12,25306639,352928,17889488,576,0,0.67,13566395,Average,0
APP_02693,Retail,7,47535660,481485,29308095,681,0,0.43,23299419,Good,0
APP_02694,Manufacturing,18,23203993,357994,7918687,652,3,0.78,7195916,Poor,0
APP_02695,Retail,28,39003668,488769,10001500,804,3,0.74,12316839,Good,0
APP_02696,Services,28,42881986,400362,22466890,751,4,0.13,19407647,Good,0
APP_02697,Tech,27,34103780,483890,14710699,784,0,0.19,16757800,Good,0
APP_02698,Tech,14,40275338,396012,18321945,471,4,0.6,18423687,Good,0
APP_02699,Services,12,29727810,381655,11790283,583,2,0.24,17263638,Good,0
APP_02700,Services,23,5983019,84870,3131059,560,1,0.53,3418018,Good,0
APP_02701,Services,14,24776346,268648,5526635,756,4,0.58,6317041,Good,0
APP_02702,Tech,13,8257724,96006,2172354,489,1,0.42,2303813,Good,0
APP_02703,Services,23,28257491,290291,10219677,634,4,0.46,13205848,Good,0
APP_02704,Manufacturing,27,19297335,297543,6733898,563,4,0.8,7460145,Average,0
APP_02705,Retail,27,8066124,109956,6083612,523,4,0.88,6923777,Good,1
APP_02706,Retail,21,37152828,443953,11773345,824,2,0.3,6294319,Poor,0
APP_02707,Manufacturing,5,40467635,508385,24337203,654,1,0.38,18452574,Good,0
APP_02708,Tech,8,10025375,108199,4444329,550,1,0.38,3809310,Good,0
APP_02709,Manufacturing,2,39801120,441889,14651722,588,3,0.88,17441617,Good,0
APP_02710,Trading,17,43152530,530921,12839838,693,1,0.28,18561305,Average,0
APP_02711,Trading,14,38042906,592068,23261618,555,1,0.52,27179795,Good,0
APP_02712,Manufacturing,8,36368904,403694,21926278,619,0,0.27,18413818,Average,0
APP_02713,Tech,27,9915596,115575,6975770,800,1,0.22,4393083,Average,0
APP_02714,Manufacturing,22,39744778,527300,8561098,560,0,0.57,12086791,Poor,0
APP_02715,Services,23,2741329,23602,2113647,900,0,0.41,3026958,Good,0
APP_02716,Retail,15,32576021,519099,14101221,880,3,0.47,20133048,Average,0
APP_02717,Tech,15,42711929,510044,9140489,667,2,0.79,11281860,Good,0
APP_02718,Services,11,26028456,308563,14962226,607,1,0.46,19577929,Average,0
APP_02719,Trading,9,792429,6809,582028,574,3,0.24,823038,Good,0
APP_02720,Retail,2,9486745,117764,6196761,731,2,0.18,8459470,Good,0
APP_02721,Tech,20,36374862,335345,26764949,713,1,0.28,26548380,Good,0
APP_02722,Services,28,6934524,111933,3298458,569,4,0.18,3582591,Good,0
APP_02723,Retail,28,12585962,193661,7613916,675,0,0.71,8195820,Average,0
APP_02724,Tech,24,42479999,387474,18788810,644,2,0.49,24251659,Good,0
APP_02725,Retail,15,11916529,105213,9006678,554,2,0.63,4554452,Good,1
APP_02726,Manufacturing,21,4406358,58874,3420791,596,1,0.87,4483536,Average,0
APP_02727,Retail,17,42357553,688072,23280183,679,0,0.81,27420591,Good,0
APP_02728,Tech,15,18063228,232983,9890628,600,3,0.63,9089021,Good,0
APP_02729,Manufacturing,25,27160959,255392,5551769,654,3,0.48,5103609,Average,0
APP_02730,Trading,10,47751688,660395,28407711,638,1,0.42,42409640,Good,0
APP_02731,Services,27,1552355,18541,468935,564,3,0.16,246512,Good,0
APP_02732,Trading,12,7100877,59213,2978510,653,1,0.56,3656126,Average,0
APP_02733,Retail,3,42127182,567480,32115950,372,4,0.7,20579122,Good,1
APP_02734,Retail,22,23986077,383301,18420284,829,4,0.42,12656591,Average,0
APP_02735,Tech,17,32714179,457319,17641096,631,2,0.62,25957794,Average,0
APP_02736,Services,18,14284250,234564,4363884,640,1,0.69,4359701,Average,0
APP_02737,Trading,21,41087248,442677,10488488,787,1,0.52,14140964,Average,0
APP_02738,Retail,7,1828475,30029,393030,418,0,0.54,439993,Good,0
APP_02739,Trading,21,33256614,277373,25655310,698,4,0.85,29555279,Good,0
APP_02740,Services,6,49249314,767755,20201173,638,0,0.78,15636174,Average,0
APP_02741,Services,20,4863759,72533,1090763,622,3,0.35,1312194,Average,0
APP_02742,Manufacturing,14,40171635,488490,10669911,674,4,0.47,13497707,Average,0
APP_02743,Trading,26,29612235,246773,15700747,793,1,0.57,11055308,Average,0
APP_02744,Services,21,36664891,313681,21782512,701,1,0.3,26616342,Good,0
APP_02745,Trading,7,42038382,367707,28865565,775,4,0.74,22973771,Poor,1
APP_02746,Services,29,41255017,596388,9400072,709,4,0.19,6049093,Good,0
APP_02747,Trading,9,47255623,533473,29874069,702,0,0.62,24684211,Average,0
APP_02748,Trading,14,12233528,101971,8339711,751,2,0.72,6002291,Average,1
APP_02749,Trading,23,45600319,641966,29545291,677,1,0.61,32569754,Average,0
APP_02750,Tech,23,35657694,366958,20374678,619,1,0.81,13518340,Average,1
APP_02751,Tech,6,12697969,158483,4839807,639,2,0.16,2813418,Average,0
APP_02752,Tech,13,41420822,430256,18993885,706,0,0.58,20024016,Good,0
APP_02753,Services,28,10808074,167960,5856216,728,1,0.73,4836047,Average,0
APP_02754,Trading,24,17707758,175665,6427389,850,3,0.79,4549710,Good,0
APP_02755,Manufacturing,7,24100348,342704,17180817,655,2,0.37,25413273,Good,0
APP_02756,Tech,7,16020472,155777,5604439,611,3,0.63,3422313,Average,0
APP_02757,Manufacturing,21,44591435,388280,11773502,508,3,0.68,14905171,Average,1
APP_02758,Services,21,7598728,72979,5189848,680,3,0.42,4304135,Good,0
APP_02759,Services,20,6754770,76112,4440513,692,3,0.69,5494455,Good,1
APP_02760,Manufacturing,22,15920758,212579,6863103,516,0,0.14,7900831,Good,0
APP_02761,Retail,28,20144207,287856,14447847,633,4,0.58,10633557,Good,0
APP_02762,Services,21,33686136,549000,17430915,655,1,0.79,9173713,Poor,1
APP_02763,Retail,12,45580210,430085,33791024,671,4,0.25,27312169,Good,0
APP_02764,Retail,16,43958043,718350,12810447,662,2,0.84,18241861,Average,0
APP_02765,Services,24,49927443,746874,22202733,726,1,0.58,30056475,Good,0
APP_02766,Services,8,3681117,33940,1816048,647,1,0.27,1453328,Poor,0
APP_02767,Retail,9,1310701,16779,789795,743,4,0.36,643931,Good,0
APP_02768,Services,12,26359142,413532,18681094,732,0,0.15,12810206,Good,0
APP_02769,Manufacturing,25,33898675,483971,14290369,465,2,0.86,17597062,Average,1
APP_02770,Trading,22,29272361,248791,22095204,694,0,0.64,15936032,Good,0
APP_02771,Services,27,17522587,209828,9800557,655,4,0.55,6268111,Good,0
APP_02772,Trading,14,32042250,475781,23029870,468,2,0.2,23411275,Good,0
APP_02773,Tech,16,47805638,485387,11226486,746,4,0.19,11224430,Average,0
APP_02774,Trading,8,35221262,298634,13753752,666,3,0.85,12439989,Average,0
APP_02775,Manufacturing,28,12187835,143126,7426243,608,1,0.27,10447318,Average,0
APP_02776,Trading,16,28921207,430515,15881415,524,0,0.31,11273861,Poor,1
APP_02777,Retail,25,7789677,83492,4327301,773,2,0.63,2832867,Good,0
APP_02778,Manufacturing,14,40996662,466001,8841643,647,3,0.21,9546060,Good,0
APP_02779,Services,27,31814782,446151,20596290,678,0,0.31,27058140,Poor,0
APP_02780,Retail,28,17061863,205099,8936809,610,3,0.44,6226294,Good,0
APP_02781,Manufacturing,13,14004812,126675,8985145,648,0,0.15,11505191,Good,0
APP_02782,Trading,25,42399771,676639,19961758,632,4,0.36,24965020,Poor,0
APP_02783,Services,24,5869358,67913,3900189,632,4,0.26,3204554,Good,0
APP_02784,Services,26,49070445,504144,18745644,544,0,0.19,20445334,Average,1
APP_02785,Retail,13,48049015,627870,26458946,678,3,0.89,25227950,Good,0
APP_02786,Services,10,39520929,333773,15603483,648,3,0.79,21294638,Good,0
APP_02787,Tech,28,43909760,396409,33287183,841,4,0.5,24818370,Good,0
APP_02788,Manufacturing,7,25600230,293236,11301208,589,2,0.21,10441672,Average,0
APP_02789,Trading,13,10156515,152642,2775669,612,1,0.57,2348718,Good,0
APP_02790,Trading,16,34016424,318977,11803463,760,0,0.19,16317829,Average,0
APP_02791,Manufacturing,13,36679065,309747,14073468,632,2,0.84,8170503,Average,0
APP_02792,Manufacturing,9,37976207,478943,8490311,608,1,0.8,4922425,Good,0
APP_02793,Services,21,24454762,217118,12212447,566,4,0.78,7173347,Good,1
APP_02794,Trading,22,32444683,382236,10431911,556,3,0.83,14587137,Average,0
APP_02795,Retail,2,42131664,397531,11819584,673,1,0.73,11682116,Good,0
APP_02796,Tech,26,40632834,674614,10651229,710,2,0.23,15734542,Good,0
APP_02797,Tech,16,35692477,479595,20976323,580,3,0.49,29813117,Average,0
APP_02798,Services,1,4725289,42049,1733174,579,2,0.32,1805906,Average,0
APP_02799,Retail,1,27707749,244491,16285221,546,2,0.34,10292645,Average,1
APP_02800,Trading,29,17853818,258480,7070581,616,1,0.33,7699734,Good,0
APP_02801,Tech,27,30820110,312471,7548497,758,0,0.77,8729824,Good,0
APP_02802,Trading,1,31964106,377853,6875327,614,1,0.16,7632734,Good,0
APP_02803,Manufacturing,19,17169827,222308,12572523,792,2,0.36,11367620,Poor,1
APP_02804,Trading,12,22990139,225347,11476585,767,3,0.3,10080454,Average,0
APP_02805,Trading,13,2293479,24373,1393854,729,2,0.52,1213390,Poor,1
APP_02806,Retail,10,36927670,343327,14317389,696,0,0.17,16624423,Average,0
APP_02807,Tech,3,2147306,32102,1259467,593,2,0.37,1696138,Average,0
APP_02808,Manufacturing,16,26890601,394034,15077370,762,0,0.35,10035732,Average,0
APP_02809,Trading,21,40097832,664310,30307651,664,4,0.62,20275230,Average,0
APP_02810,Retail,11,36607022,415523,26312022,706,3,0.34,31978409,Average,0
APP_02811,Manufacturing,13,49087905,679403,29738734,753,2,0.88,34658418,Poor,1
APP_02812,Retail,19,10191593,101344,6638122,609,3,0.75,4763142,Good,0
APP_02813,Tech,22,13911844,183259,9458870,884,3,0.52,11175721,Good,0
APP_02814,Services,12,30421965,394755,13043882,710,1,0.25,8430253,Good,0
APP_02815,Retail,25,3391938,45955,1948483,554,4,0.58,2385008,Average,0
APP_02816,Manufacturing,1,15597583,246156,4018426,617,4,0.38,4578252,Good,0
APP_02817,Manufacturing,24,4153773,66151,2085705,367,4,0.27,2302592,Poor,1
APP_02818,Services,19,5954099,56999,4535092,597,4,0.68,4987848,Good,0
APP_02819,Manufacturing,16,32832088,422037,16124830,660,2,0.55,19509428,Average,0
APP_02820,Manufacturing,1,40044920,340249,25216171,730,1,0.45,32114470,Good,0
APP_02821,Manufacturing,7,20773654,240212,8766542,582,1,0.52,4697319,Good,0
APP_02822,Tech,17,32744207,409839,19312048,495,3,0.81,24890036,Good,1
APP_02823,Manufacturing,28,20627452,340203,12665175,692,3,0.9,8645392,Good,0
APP_02824,Manufacturing,14,44682459,571416,10918472,876,2,0.87,9886860,Good,0
APP_02825,Services,3,39075705,622472,10007594,833,1,0.8,12923456,Average,0
APP_02826,Tech,5,45388908,492387,14879757,699,2,0.44,17956924,Good,0
APP_02827,Trading,25,1609839,14402,599583,468,2,0.85,488083,Average,1
APP_02828,Manufacturing,24,11706350,154385,8748233,719,3,0.52,10793761,Good,0
APP_02829,Services,12,22691081,259975,14843101,583,0,0.11,19784717,Good,0
APP_02830,Tech,29,3503480,31294,1625929,614,0,0.79,2281122,Average,1
APP_02831,Manufacturing,18,13742855,181101,5117773,560,2,0.6,7154539,Good,0
APP_02832,Manufacturing,9,47261082,669222,18263646,796,1,0.83,10198280,Good,0
APP_02833,Services,23,36276856,364719,10509477,728,4,0.65,14719789,Good,0
APP_02834,Trading,27,22256268,205878,14441005,651,4,0.62,7833601,Good,0
APP_02835,Manufacturing,26,14320207,198378,6706039,703,4,0.76,9396273,Average,0
APP_02836,Trading,6,26110678,363842,13222477,569,2,0.75,15757794,Average,0
APP_02837,Tech,10,39530162,392198,31339527,775,4,0.71,27810223,Good,0
APP_02838,Trading,27,41860034,538925,16760699,685,1,0.76,11112009,Average,0
APP_02839,Retail,9,30288217,450848,15724549,612,2,0.76,9116714,Good,0
APP_02840,Trading,22,13692531,196725,6806901,804,3,0.28,3437325,Good,0
APP_02841,Services,21,11990619,182654,5934245,539,3,0.87,6549825,Average,1
APP_02842,Trading,29,33226856,397283,23142549,827,0,0.21,33026119,Good,0
APP_02843,Trading,19,44458608,610897,20230553,801,4,0.89,15574725,Average,0
APP_02844,Trading,8,46024812,566028,9965820,715,2,0.57,12934071,Good,0
APP_02845,Trading,2,40236674,379786,14456389,642,3,0.86,14778295,Average,0
APP_02846,Retail,14,18371121,277225,6401510,618,0,0.24,8652194,Average,0
APP_02847,Retail,26,18094436,200653,5421463,601,2,0.8,3196145,Poor,1
APP_02848,Manufacturing,16,41983436,411614,10735895,577,3,0.6,6730260,Good,0
APP_02849,Services,27,45483013,571239,19469080,621,1,0.66,12619938,Average,0
APP_02850,Trading,27,30216921,431057,17667761,535,4,0.58,10086656,Good,0
APP_02851,Trading,24,48748922,506601,15637710,651,0,0.36,14396695,Good,0
APP_02852,Trading,8,14423957,133084,9620331,661,4,0.45,8457920,Poor,1
APP_02853,Trading,12,32522260,527583,20012804,802,1,0.24,13928596,Good,0
APP_02854,Retail,8,22260554,324852,5247203,591,2,0.33,6715071,Good,0
APP_02855,Tech,20,36159654,501018,15372478,659,1,0.22,10639310,Good,0
APP_02856,Tech,29,18049512,269745,7729910,633,1,0.56,9715060,Good,0
APP_02857,Trading,29,13399045,126525,4291356,734,1,0.69,5455483,Good,0
APP_02858,Retail,11,36667650,468100,12802751,695,2,0.25,13075017,Average,0
APP_02859,Retail,12,22239329,196391,7078733,736,3,0.58,8534139,Good,0
APP_02860,Retail,1,2221061,23537,1106351,690,1,0.37,1131282,Good,0
APP_02861,Manufacturing,25,25828415,261127,19591527,828,0,0.89,19710329,Average,1
APP_02862,Tech,29,8839903,113276,4336548,672,3,0.68,3251005,Average,0
APP_02863,Tech,3,16615342,263840,7238603,677,1,0.64,5864403,Good,0
APP_02864,Tech,17,17312238,210203,11923837,638,1,0.56,8447713,Good,0
APP_02865,Trading,5,11366335,121512,2508480,680,1,0.36,1685292,Good,0
APP_02866,Retail,1,28522041,462853,11179764,601,1,0.7,7095286,Average,0
APP_02867,Retail,16,9254220,88341,6286425,675,0,0.82,5396794,Good,0
APP_02868,Tech,4,34340564,379118,14140593,646,1,0.23,15791090,Average,0
APP_02869,Manufacturing,22,43398394,457026,31342153,621,0,0.86,16396532,Average,1
APP_02870,Services,10,8362165,116737,1723800,733,2,0.53,1320573,Average,0
APP_02871,Trading,29,30550273,402304,19318289,750,2,0.7,18877874,Good,0
APP_02872,Services,20,17736564,181247,12288194,485,2,0.51,13493660,Good,0
APP_02873,Services,19,46630398,758965,23288320,665,0,0.36,13681578,Poor,0
APP_02874,Tech,25,13793354,178276,9790559,810,3,0.73,5980187,Average,0
APP_02875,Trading,2,18115368,280691,4948840,665,2,0.28,5324028,Good,0
APP_02876,Services,29,34075398,393858,21832450,530,0,0.11,23341910,Average,1
APP_02877,Tech,22,10944554,168517,4332358,684,0,0.22,6231897,Good,0
APP_02878,Trading,17,39289561,354774,11848577,664,1,0.38,11917848,Good,0
APP_02879,Retail,11,9409940,118404,3780308,619,0,0.43,2579414,Average,0
APP_02880,Tech,25,17551386,149608,8050799,438,1,0.73,5066131,Poor,1
APP_02881,Services,29,1602676,17468,753233,749,2,0.71,1024125,Average,0
APP_02882,Manufacturing,14,44201642,664043,16233921,556,1,0.8,10940436,Good,0
APP_02883,Manufacturing,13,32329488,273343,12228082,541,3,0.29,8409015,Good,0
APP_02884,Services,18,20709957,194629,6681270,571,3,0.64,9172752,Poor,1
APP_02885,Manufacturing,9,38783794,585524,25305990,619,0,0.53,27174046,Good,0
APP_02886,Trading,1,41579247,350280,28013201,726,4,0.52,17191799,Good,0
APP_02887,Manufacturing,1,37250972,409698,9882472,614,4,0.51,7053524,Good,0
APP_02888,Services,4,11145067,148407,2643609,578,3,0.34,1957221,Average,0
APP_02889,Tech,20,37304673,360264,13855908,670,3,0.76,13386828,Good,0
APP_02890,Trading,10,38532760,439972,19689154,505,3,0.4,16449173,Poor,1
APP_02891,Tech,14,21747024,330815,15314137,542,2,0.27,11766587,Good,0
APP_02892,Trading,11,26238274,255057,10391332,624,4,0.35,10227014,Poor,0
APP_02893,Services,8,24755060,271767,19379313,667,3,0.75,13532208,Good,1
APP_02894,Trading,23,46723109,645672,19963308,565,3,0.62,18896412,Good,0
APP_02895,Trading,4,19760709,187190,9282458,709,0,0.58,7213795,Average,0
APP_02896,Trading,12,28634579,391002,16537548,602,0,0.61,19360596,Average,0
APP_02897,Trading,13,19902876,182476,14443773,576,1,0.61,11679639,Good,1
APP_02898,Trading,15,19119158,227546,11587463,490,4,0.3,12821537,Average,1
APP_02899,Tech,26,45043850,746215,25867962,562,0,0.64,28866945,Good,0
APP_02900,Trading,12,43617656,561979,29629375,612,2,0.34,26736599,Good,0
APP_02901,Manufacturing,3,26994626,431861,15793793,500,4,0.11,13060084,Poor,1
APP_02902,Tech,24,16238707,162865,11367498,585,1,0.29,16696109,Good,0
APP_02903,Tech,19,21678003,353048,7334644,320,4,0.39,5982507,Good,0
APP_02904,Services,2,19412264,314126,4201614,765,2,0.72,2655659,Good,0
APP_02905,Retail,15,33517755,537145,21153548,770,4,0.26,17755394,Good,0
APP_02906,Trading,6,18804229,170236,4742284,742,2,0.89,3058879,Good,0
APP_02907,Trading,28,8672671,93547,3308738,472,1,0.13,2430500,Average,0
APP_02908,Tech,18,22032605,343368,13015621,578,3,0.18,11967458,Good,0
APP_02909,Trading,4,41495222,471499,16960795,865,0,0.14,9136496,Good,0
APP_02910,Retail,26,18476253,237422,7606783,602,2,0.87,4589002,Good,0
APP_02911,Retail,7,3297264,49787,2324138,765,2,0.41,3097572,Poor,0
APP_02912,Trading,25,9175227,120291,3553676,788,1,0.26,3402997,Average,0
APP_02913,Services,29,6518322,87262,2598442,472,1,0.1,3633721,Good,0
APP_02914,Trading,3,24163323,223094,12205170,495,0,0.66,15388789,Good,1
APP_02915,Retail,13,10377891,92581,2480019,749,3,0.36,2024724,Average,0
APP_02916,Manufacturing,8,15314595,197999,3636671,573,4,0.41,4513084,Good,0
APP_02917,Retail,10,19421295,246526,11750011,608,4,0.78,12836462,Good,0
APP_02918,Retail,13,8704461,99449,2612936,620,3,0.33,2654902,Average,0
APP_02919,Manufacturing,1,11090155,171958,8822885,677,0,0.52,7294710,Average,0
APP_02920,Retail,12,37106840,422499,9853406,709,3,0.42,5911308,Good,0
APP_02921,Tech,23,25567093,252833,15615905,565,3,0.14,22611542,Good,0
APP_02922,Retail,29,33175049,337368,22760959,633,1,0.55,22726313,Average,0
APP_02923,Retail,26,24668815,386639,16782368,628,0,0.43,18736050,Good,0
APP_02924,Retail,17,913725,10957,331768,699,2,0.76,368796,Good,0
APP_02925,Retail,9,7104098,86807,4179238,864,0,0.52,5865368,Good,0
APP_02926,Tech,11,40334488,571272,29003420,599,2,0.26,32984909,Average,0
APP_02927,Trading,15,34987556,571969,12064287,692,1,0.53,17879902,Average,0
APP_02928,Tech,6,31220237,301779,21922904,800,3,0.74,22607623,Good,0
APP_02929,Services,8,34271251,314342,19938550,709,3,0.58,18607782,Good,0
APP_02930,Retail,1,38568278,532794,13428055,680,0,0.76,7798560,Average,1
APP_02931,Tech,7,9010064,103073,5830775,767,2,0.71,3373520,Good,1
APP_02932,Manufacturing,7,23827746,336694,17891429,624,4,0.25,23760914,Poor,1
APP_02933,Services,15,35041158,540128,23798988,453,0,0.75,16240384,Average,1
APP_02934,Trading,29,29722396,436749,11340860,653,4,0.36,13243099,Average,0
APP_02935,Tech,14,22187915,217431,8770894,678,1,0.45,5839700,Good,0
APP_02936,Tech,12,11585870,102346,6174581,437,1,0.58,9218800,Poor,1
APP_02937,Services,26,23764555,307788,18153494,666,4,0.47,22241013,Poor,1
APP_02938,Services,21,44061160,618082,10882034,734,3,0.2,13119234,Poor,0
APP_02939,Retail,18,40756025,485867,15261831,638,0,0.31,20593136,Good,0
APP_02940,Tech,11,18082957,172359,5928658,788,2,0.16,6451513,Good,0
APP_02941,Services,23,44842132,562685,25670089,646,1,0.6,22952418,Good,0
APP_02942,Trading,24,39848830,436108,10136199,654,0,0.5,9959587,Good,0
APP_02943,Retail,10,42317457,631708,16921626,592,2,0.35,18023600,Good,0
APP_02944,Tech,10,29159568,392587,18757038,567,3,0.28,25730126,Average,0
APP_02945,Retail,6,12159375,164116,6090173,521,2,0.3,7400385,Good,0
APP_02946,Manufacturing,5,29135253,400285,17547006,591,4,0.28,11293093,Poor,0
APP_02947,Tech,22,14266738,164578,8062600,600,0,0.42,8580053,Average,0
APP_02948,Manufacturing,26,31805941,303011,6803659,579,4,0.82,9572837,Good,0
APP_02949,Trading,6,16599453,185911,10479410,713,3,0.56,9022578,Average,0
APP_02950,Trading,11,27427200,251784,9116376,536,3,0.55,11550317,Good,0
APP_02951,Services,20,37600039,404708,25780599,596,0,0.37,31400448,Good,0
APP_02952,Tech,28,16835002,195258,5741477,652,1,0.86,5945743,Good,0
APP_02953,Retail,16,31064713,490120,10680231,672,0,0.33,6255375,Good,0
APP_02954,Manufacturing,17,1952622,22710,1497376,589,1,0.89,2060693,Average,1
APP_02955,Retail,24,16173389,255422,10571974,821,0,0.67,14553495,Average,0
APP_02956,Manufacturing,12,14694479,234117,5362389,735,2,0.22,4210150,Average,0
APP_02957,Services,13,42040648,542207,13914050,657,3,0.8,17697048,Poor,0
APP_02958,Retail,9,37214668,470054,21851968,617,1,0.77,26597120,Good,0
